0	133
134	154
155	187
188	249
250	268
269	296
297	316
317	342
343	428
429	460
461	521
522	535
536	575
576	591
592	642
643	669
670	720
721	768
769	828
829	852
853	878
879	890
891	1110
1111	1135
1136	1179
1180	1197
1198	1223
1224	1250
1251	1282
1283	1314
1315	1336
1337	1385
1386	1395
1396	1426
1427	1452
1453	1467
1468	1501
1502	1528
1529	1544
1545	1573
1574	1609
1610	1684
1685	1747
1748	1783
1784	1846
1847	1861
1862	1908
1909	1940
1941	1961
1962	1991
1992	2020
2021	2040
2041	2053
2054	2082
2083	2118
2119	2147
2148	2158
2159	2198
2199	2232
2233	2309
2310	2344
2345	2446
2447	2479
2480	2569
2570	2601
2602	2685
2686	2701
2702	2723
2724	2755
2756	2771
2772	2794
2795	2829
2830	2877
2878	2940
2941	2964
2965	3027
3028	3062
3063	3091
3092	3258
3259	3334
3335	3368
3369	3383
3384	3405
3406	3427
3428	3453
3454	3562
3563	3591
3592	3623
3624	3649
3650	3676
3677	3689
3690	3719
3720	3793
3794	3846
3847	3896
3897	3929
3930	3966
3967	3993
3994	4023
4024	4083
4084	4119
4120	4145
4146	4164
4165	4187
4188	4223
4224	4239
4240	4322
4323	4372
4373	4408
4409	4492
4493	4520
4521	4534
4535	4682
4683	4730
4731	4794
4795	5393
5394	5433
5434	5506
5507	5694
5695	5723
5724	5981
