0.00	5.55
5.59	6.42
6.46	7.80
7.84	10.39
10.43	11.18
11.22	12.35
12.39	13.18
13.22	14.26
14.31	17.85
17.89	19.19
19.23	21.73
21.77	22.31
22.36	23.98
24.02	24.65
24.69	26.78
26.82	27.90
27.94	30.03
30.07	32.03
32.07	34.53
34.58	35.54
35.58	36.62
36.66	37.12
37.16	46.30
46.34	47.34
47.38	49.17
49.22	49.92
49.97	51.01
51.05	52.14
52.18	53.47
53.51	54.80
54.85	55.72
55.76	57.77
57.81	58.18
58.22	59.48
59.52	60.56
60.60	61.19
61.23	62.60
62.65	63.73
63.77	64.40
64.44	65.61
65.65	67.11
67.15	70.24
70.28	72.86
72.91	74.37
74.41	76.99
77.04	77.62
77.66	79.58
79.62	80.91
80.96	81.79
81.83	83.04
83.08	84.25
84.29	85.08
85.13	85.63
85.67	86.84
86.88	88.34
88.38	89.55
89.59	90.01
90.05	91.67
91.72	93.09
93.13	96.30
96.35	97.76
97.81	102.02
102.06	103.39
103.44	107.15
107.19	108.48
108.53	111.99
112.03	112.65
112.70	113.57
113.61	114.91
114.95	115.57
115.62	116.53
116.57	117.99
118.03	119.99
120.04	122.62
122.66	123.62
123.67	126.25
126.29	127.71
127.75	128.92
128.96	135.89
135.93	139.06
139.10	140.47
140.52	141.10
141.14	142.02
142.06	142.93
142.98	144.02
144.06	148.57
148.61	149.77
149.82	151.11
151.15	152.19
152.24	153.32
153.36	153.86
153.90	155.11
155.16	158.20
158.24	160.41
160.45	162.50
162.54	163.87
163.91	165.42
165.46	166.54
166.58	167.79
167.83	170.30
170.34	171.80
171.84	172.88
172.92	173.67
173.72	174.63
174.67	176.13
176.18	176.80
176.84	180.26
180.31	182.35
182.39	183.85
183.89	187.35
187.40	188.52
188.56	189.11
189.15	195.28
195.32	197.28
197.32	199.95
199.99	224.93
224.97	226.60
226.64	229.65
229.69	237.49
237.53	238.70
238.74	249.46
