0	22
23	1380
1381	1435
1436	1527
1528	1604
1605	1684
1685	1797
1798	1848
1849	1879
1880	1890
1891	1932
1933	2126
2127	2211
2212	2360
2361	2546
2547	2647
2648	2699
2700	2728
2729	2755
2756	2813
2814	2838
2839	2867
2868	2941
2942	2983
2984	3008
3009	3039
3040	3079
3080	3294
3295	3408
3409	3535
3536	4187
4188	4467
4468	4641
4642	4847
4848	5065
5066	5150
5151	5247
