0	103
104	157
158	193
194	235
236	272
273	304
305	324
325	409
410	431
432	495
496	617
618	639
640	657
658	680
681	695
696	719
720	748
749	800
801	815
816	852
853	870
871	927
928	942
943	984
985	999
1000	1054
1055	1087
1088	1102
1103	1135
1136	1166
1167	1182
1183	1214
1215	1246
1247	1271
1272	1285
1286	1319
1320	1342
1343	1374
1375	1395
1396	1432
1433	1465
1466	1495
1496	1511
1512	1541
1542	1558
1559	1637
1638	1657
1658	1678
1679	1704
1705	1779
1780	1871
1872	1901
1902	1935
1936	1974
1975	2080
2081	2093
2094	2205
2206	2237
2238	2269
2270	2277
2278	2349
2350	2363
2364	2413
2414	2432
2433	2488
2489	2951
2952	2980
2981	3005
3006	3022
3023	3085
3086	3116
3117	3189
3190	3213
3214	3246
3247	3258
3259	3275
3276	3306
3307	3338
3339	3374
3375	3404
3405	3597
3598	3660
3661	3963
3964	3994
3995	4027
4028	4060
4061	4137
4138	4171
4172	4210
4211	4253
4254	4285
4286	4315
4316	4395
4396	4472
4473	4739
4740	4788
