0	32
33	67
68	91
92	115
116	151
152	164
165	183
184	240
241	274
275	295
296	338
339	368
369	397
398	430
431	442
443	478
479	501
502	550
551	579
580	616
617	634
635	661
662	698
699	725
726	748
749	798
799	830
831	873
874	919
920	941
942	966
967	998
999	1021
1022	1111
1112	1147
1148	1175
1176	1194
1195	1216
1217	1235
1236	1261
1262	1295
1296	1324
1325	1335
1336	1354
1355	1421
1422	1438
1439	1474
1475	1492
1493	1518
1519	1540
1541	1567
1568	1616
1617	1674
1675	1713
1714	1757
1758	1811
1812	1902
1903	1939
1940	1953
1954	2005
2006	2102
2103	2123
2124	2151
2152	2181
2182	2212
2213	2248
2249	2262
2263	2301
2302	2329
2330	2349
2350	2365
2366	2404
2405	2453
2454	2514
2515	2529
2530	2558
2559	2744
2745	2781
2782	2801
2802	2831
2832	2872
2873	2893
2894	2917
2918	2938
2939	2975
2976	3053
3054	3166
3167	3188
3189	3235
3236	3294
3295	3328
3329	3355
3356	3383
3384	3396
3397	3407
3408	3439
3440	3465
3466	3488
3489	3499
3500	3541
3542	3564
3565	3586
3587	3628
3629	3663
3664	3681
3682	3761
3762	3830
3831	3856
3857	3870
3871	3894
3895	3949
3950	3963
3964	3998
3999	4018
4019	4043
4044	4066
4067	4090
4091	4118
4119	4126
4127	4190
4191	4213
4214	4257
4258	4288
