0	136
137	395
396	464
465	521
522	537
538	597
598	616
617	692
693	752
753	770
771	810
811	867
868	927
928	1016
1017	1056
1057	1224
1225	1269
1270	1290
1291	1309
1310	1319
1320	1446
1447	1509
1510	1667
1668	1795
1796	1814
1815	1873
1874	1950
1951	1980
1981	2009
2010	2023
2024	2084
2085	2128
2129	2166
2167	2310
2311	2326
2327	2377
2378	2410
2411	2458
2459	2480
2481	2493
2494	2514
2515	2538
2539	2601
2602	2786
2787	2825
2826	2854
2855	2873
2874	2903
2904	2984
2985	3065
3066	3106
3107	3154
3155	3207
3208	3243
3244	3350
3351	3418
3419	3506
3507	3551
3552	3583
3584	3712
3713	4045
4046	4069
4070	4089
4090	4118
4119	4255
4256	4303
4304	4443
4444	4515
4516	4628
4629	4672
4673	4734
4735	4789
4790	4813
4814	4827
4828	4866
4867	4981
4982	5135
5136	5250
5251	5285
5286	5952
