0.00	5.67
5.71	16.47
16.52	19.35
19.39	21.73
21.77	22.40
22.44	24.90
24.94	25.69
25.73	28.86
28.90	31.36
31.41	32.12
32.16	33.78
33.83	36.16
36.20	38.66
38.71	42.38
42.42	44.04
44.09	51.05
51.09	52.93
52.97	53.80
53.85	54.60
54.64	55.01
55.05	60.31
60.35	62.94
62.98	69.53
69.57	74.87
74.91	75.66
75.70	78.12
78.16	81.33
81.37	82.58
82.62	83.79
83.83	84.38
84.42	86.92
86.96	88.76
88.80	90.34
90.38	96.35
96.39	97.01
97.06	99.14
99.18	100.52
100.56	102.52
102.56	103.44
103.48	103.98
104.02	104.85
104.90	105.86
105.90	108.48
108.53	116.20
116.24	117.83
117.87	119.04
119.08	119.83
119.87	121.08
121.12	124.46
124.50	127.84
127.88	129.55
129.59	131.55
131.59	133.76
133.80	135.26
135.30	139.72
139.76	142.56
142.60	146.23
146.27	148.11
148.15	149.44
149.48	154.82
154.86	168.71
168.75	169.71
169.75	170.55
170.59	171.75
171.80	177.47
177.51	179.47
179.51	185.31
185.35	188.31
188.35	193.03
193.07	194.86
194.90	197.45
197.49	199.74
199.78	200.74
200.78	201.33
201.37	202.95
202.99	207.75
207.79	214.17
214.21	218.97
219.01	220.43
220.47	248.25
