0	33
34	173
174	268
269	382
383	417
418	555
556	576
577	596
597	627
628	713
714	731
732	756
757	776
777	795
796	823
824	840
841	969
970	1003
1004	1062
1063	1100
1101	1168
1169	1218
1219	1271
1272	1317
1318	1338
1339	1395
1396	1407
1408	1485
1486	1573
1574	1598
1599	1647
1648	1677
1678	1714
1715	1753
1754	1781
1782	1834
1835	1859
1860	1899
1900	1937
1938	1968
1969	1998
1999	2043
2044	2088
2089	2158
2159	2234
2235	2295
2296	2604
2605	2616
2617	2673
2674	2687
2688	2734
2735	2889
2890	2903
2904	2920
2921	2998
2999	3070
3071	3106
3107	3169
3170	3200
3201	3224
3225	3236
3237	3273
3274	3284
3285	3362
3363	3409
3410	3543
3544	3587
3588	3648
3649	3736
3737	3754
3755	3827
3828	3872
3873	3927
3928	4023
4024	4048
4049	4130
4131	4243
4244	4473
4474	4497
4498	4517
4518	4534
4535	4554
4555	4583
4584	4602
4603	4638
4639	4686
4687	4697
4698	4733
4734	4743
4744	4772
4773	4783
4784	4836
4837	4876
4877	4895
4896	4932
4933	4947
4948	4995
4996	5018
5019	5087
5088	5150
5151	5240
5241	5256
5257	5377
5378	5721
5722	5825
