0.00	11.64
11.68	15.43
15.47	18.48
18.52	20.10
20.15	21.40
21.44	22.69
22.73	23.61
23.65	24.40
24.44	26.11
26.15	27.28
27.32	27.82
27.86	29.24
29.28	30.11
30.16	35.29
35.33	37.08
37.12	38.71
38.75	41.83
41.88	42.17
42.21	43.63
43.67	45.00
45.04	49.72
49.76	53.09
53.14	55.18
55.22	57.56
57.60	58.31
58.35	61.39
61.44	64.44
64.48	69.32
69.36	72.66
72.70	76.28
76.33	77.54
77.58	80.58
80.62	81.50
81.54	82.75
82.79	83.92
83.96	89.76
89.80	93.30
93.34	97.35
97.39	101.14
101.18	115.62
115.66	116.07
116.12	119.20
119.24	122.41
122.46	125.50
125.54	128.71
128.75	130.84
130.88	133.01
133.05	134.59
134.63	140.18
140.22	144.31
144.35	146.19
146.23	146.65
146.69	152.36
152.40	153.28
153.32	154.32
154.36	155.53
155.57	157.91
157.95	158.99
159.03	159.58
159.62	163.00
163.04	165.12
165.16	167.33
167.38	168.25
168.29	170.30
170.34	173.01
173.05	174.97
175.01	176.47
176.51	177.43
177.47	178.14
178.18	179.22
179.26	180.51
180.56	181.72
181.76	183.14
183.18	183.77
183.81	186.23
186.27	189.36
189.40	191.15
191.19	193.40
193.44	199.32
199.37	200.03
200.07	201.74
201.78	203.24
203.29	203.79
203.83	210.42
210.46	213.71
213.76	221.60
221.64	226.18
226.23	235.69
235.74	238.91
