0.00	2.04
2.09	8.68
8.72	10.14
10.18	15.35
15.39	16.43
16.47	18.10
18.14	21.48
21.52	23.06
23.11	26.23
26.28	31.45
31.49	32.74
32.78	38.75
38.79	42.46
42.50	44.13
44.17	45.71
45.75	47.46
47.51	51.68
51.72	55.85
55.89	59.39
59.43	64.86
64.90	68.03
68.07	70.40
70.45	71.03
71.07	72.49
72.53	75.28
75.33	79.37
79.41	80.33
80.37	83.96
84.00	85.75
85.79	88.34
88.38	89.34
89.38	91.34
91.38	96.05
96.10	106.86
106.90	107.86
107.90	110.11
110.15	111.86
111.90	113.70
113.74	114.61
114.66	115.87
115.91	121.00
121.04	122.33
122.37	125.46
125.50	130.63
130.67	133.26
133.30	136.72
136.76	139.39
139.43	143.77
143.81	147.27
147.31	151.90
151.94	155.16
155.20	156.87
156.91	158.99
159.03	160.66
160.70	162.37
162.41	163.96
164.00	165.50
165.54	168.92
168.96	170.71
170.75	172.63
172.67	178.43
178.47	185.48
185.52	186.81
186.85	201.74
201.78	203.95
204.00	205.12
205.16	208.46
208.50	210.42
210.46	211.13
211.17	214.30
