music_title,artist,youtube_title,link
Loves The Jobs You Hate,HONNE,HONNE - Loves The Jobs You Hate (Official Video),https://youtube.com/watch?v=2dSBarxs3F8&pp=ygUpTG92ZXMgVGhlIEpvYnMgWW91IEhhdGUgSE9OTkUgb2ZmaWNpYWwgTVY%3D
Birthday,Disclosure,"Disclosure, Kehlani, Syd - Birthday",https://youtube.com/watch?v=pFtk274nHX4&pp=ygUfQmlydGhkYXkgRGlzY2xvc3VyZSBvZmZpY2lhbCBNVg%3D%3D
Mad Man,Laidback Luke,Laidback Luke & KURA - Mad Man (Official Music Video),https://youtube.com/watch?v=hDm2EvlblfI&pp=ygUhTWFkIE1hbiBMYWlkYmFjayBMdWtlIG9mZmljaWFsIE1W
Devotion,Quintino,Quintino - Devotion (Official Music Video),https://youtube.com/watch?v=t-s1yehaZus&pp=ygUdRGV2b3Rpb24gUXVpbnRpbm8gb2ZmaWNpYWwgTVY%3D
Rock It,Ofenbach,Ofenbach - Rock It (Official Video),https://youtube.com/watch?v=-qMnzO69fr8&pp=ygUcUm9jayBJdCBPZmVuYmFjaCBvZmZpY2lhbCBNVg%3D%3D
Back 2 U (Feat. WALK THE MOON),Steve Aoki,Steve Aoki & Boehm - Back 2 U feat. Walk The Moon (Official Video),https://youtube.com/watch?v=QNkbw5h7pOQ&pp=ygU1QmFjayAyIFUgKEZlYXQuIFdBTEsgVEhFIE1PT04pIFN0ZXZlIEFva2kgb2ZmaWNpYWwgTVY%3D
Sorry (Feat. ISÁK),Alan Walker,Alan Walker & ISÁK - Sorry (Official Music Video),https://youtube.com/watch?v=72agGC5b_Yo&pp=ygUrU29ycnkgKEZlYXQuIElTw4FLKSBBbGFuIFdhbGtlciBvZmZpY2lhbCBNVg%3D%3D
Somebody That I Used To Know (Feat. Kimbra),Gotye,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],https://youtube.com/watch?v=8UVNT4wvIGY&pp=ygU9U29tZWJvZHkgVGhhdCBJIFVzZWQgVG8gS25vdyAoRmVhdC4gS2ltYnJhKSBHb3R5ZSBvZmZpY2lhbCBNVg%3D%3D
Losing You,Aquilo,Aquilo - Losing You (Part 2/2),https://youtube.com/watch?v=ViFtlIQIFT0&pp=ygUdTG9zaW5nIFlvdSBBcXVpbG8gb2ZmaWNpYWwgTVY%3D
P.S. I Hope You're Happy (feat. blink-182),The Chainsmokers,The Chainsmokers - P.S. I Hope You're Happy (Lyric Video) ft. blink-182,https://youtube.com/watch?v=33M2mRz4W9Q&pp=ygVHUC5TLiBJIEhvcGUgWW91J3JlIEhhcHB5IChmZWF0LiBibGluay0xODIpIFRoZSBDaGFpbnNtb2tlcnMgb2ZmaWNpYWwgTVY%3D
Kills You Slowly,The Chainsmokers,The Chainsmokers - Kills You Slowly (Official Video),https://youtube.com/watch?v=SO7EjEbN9BA&pp=ygUtS2lsbHMgWW91IFNsb3dseSBUaGUgQ2hhaW5zbW9rZXJzIG9mZmljaWFsIE1W
When Love Takes Over (Feat. Kelly Rowland),David Guetta,David Guetta Feat. Kelly Rowland - When Love Takes Over (Official Video),https://youtube.com/watch?v=zudbz4hOcbc&pp=ygVDV2hlbiBMb3ZlIFRha2VzIE92ZXIgKEZlYXQuIEtlbGx5IFJvd2xhbmQpIERhdmlkIEd1ZXR0YSBvZmZpY2lhbCBNVg%3D%3D
Here For You (Feat. Ella Henderson),Kygo,Kygo - Here for You ft. Ella Henderson (Official Video),https://youtube.com/watch?v=b8PPap4dJog&pp=ygU0SGVyZSBGb3IgWW91IChGZWF0LiBFbGxhIEhlbmRlcnNvbikgS3lnbyBvZmZpY2lhbCBNVg%3D%3D
Rhythm Is A Dancer (feat. Kaleena Zanders),Breathe Carolina,Breathe Carolina & Dropgun Ft. Kaleena Zanders - Rhythm Is A Dancer (Official Music Video),https://youtube.com/watch?v=xxvN4b42RAQ&pp=ygVHUmh5dGhtIElzIEEgRGFuY2VyIChmZWF0LiBLYWxlZW5hIFphbmRlcnMpIEJyZWF0aGUgQ2Fyb2xpbmEgb2ZmaWNpYWwgTVY%3D
This Is Real,Jax Jones,"Jax Jones, Ella Henderson - This Is Real",https://youtube.com/watch?v=mpArZkzrU3g&pp=ygUiVGhpcyBJcyBSZWFsIEpheCBKb25lcyBvZmZpY2lhbCBNVg%3D%3D
Play Hard (Feat. Ne-Yo & Akon),David Guetta,"David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)",https://youtube.com/watch?v=5dbEhBKGOtY&pp=ygUXUGxheSBIYXJkIChGZWF0LiBOZS1ZbyA%3D
Turn Me On (Feat. Nicki Minaj),David Guetta,David Guetta - Turn Me On ft. Nicki Minaj (Official Video),https://youtube.com/watch?v=YVw7eJ0vGfM&pp=ygU3VHVybiBNZSBPbiAoRmVhdC4gTmlja2kgTWluYWopIERhdmlkIEd1ZXR0YSBvZmZpY2lhbCBNVg%3D%3D
Holy Water,Galantis,Galantis - Holy Water [Official Music Video],https://youtube.com/watch?v=uEMP3-l7I_k&pp=ygUfSG9seSBXYXRlciBHYWxhbnRpcyBvZmZpY2lhbCBNVg%3D%3D
Sun Comes Up (Feat. James Arthur),Rudimental,Rudimental - Sun Comes Up (feat. James Arthur) [Official Video],https://youtube.com/watch?v=qZVm-2nM0sA&pp=ygU4U3VuIENvbWVzIFVwIChGZWF0LiBKYW1lcyBBcnRodXIpIFJ1ZGltZW50YWwgb2ZmaWNpYWwgTVY%3D
So Long,Diplo,Diplo Presents: Thomas Wesley - So Long (feat. Cam) (Official Music Video),https://youtube.com/watch?v=zScLQPhj_0Q&pp=ygUZU28gTG9uZyBEaXBsbyBvZmZpY2lhbCBNVg%3D%3D
Tequila,Jax Jones,"Jax Jones, Martin Solveig, RAYE, Europa - Tequila",https://youtube.com/watch?v=wKkj8AeRPus&pp=ygUdVGVxdWlsYSBKYXggSm9uZXMgb2ZmaWNpYWwgTVY%3D
Hot Stuff,Kygo,"Kygo, Donna Summer - Hot Stuff (Official Video)",https://youtube.com/watch?v=yg6Y_1_DJyI&pp=ygUaSG90IFN0dWZmIEt5Z28gb2ZmaWNpYWwgTVY%3D
Billboard,Jonas Blue,"Jonas Blue, Tifa Chen - Billboard (Official Video)",https://youtube.com/watch?v=JTSJgtzUIKg&pp=ygUgQmlsbGJvYXJkIEpvbmFzIEJsdWUgb2ZmaWNpYWwgTVY%3D
Back To Me (feat. Micky Blue),KSHMR,KSHMR & Crossnaders ft. Micky Blue - Back To Me (Official Lyric Video),https://youtube.com/watch?v=hWdovALEen0&pp=ygUvQmFjayBUbyBNZSAoZmVhdC4gTWlja3kgQmx1ZSkgS1NITVIgb2ZmaWNpYWwgTVY%3D
Under Control (Feat. Hurts),Calvin Harris,Calvin Harris & Alesso - Under Control (Official Video) ft. Hurts,https://youtube.com/watch?v=yZqmarGShxg&pp=ygU1VW5kZXIgQ29udHJvbCAoRmVhdC4gSHVydHMpIENhbHZpbiBIYXJyaXMgb2ZmaWNpYWwgTVY%3D
Bad (Feat. Vassy) (Radio Edit),David Guetta,David Guetta & Showtek - Bad ft.Vassy (Lyrics Video),https://youtube.com/watch?v=oC-GflRB0y4&pp=ygU3QmFkIChGZWF0LiBWYXNzeSkgKFJhZGlvIEVkaXQpIERhdmlkIEd1ZXR0YSBvZmZpY2lhbCBNVg%3D%3D
Calling On You (feat. Jake Reese),Lucas and Steve,Lucas & Steve feat. Jake Reese - Calling On You (Official Music Video),https://youtube.com/watch?v=Ruwos6FaOVE&pp=ygU9Q2FsbGluZyBPbiBZb3UgKGZlYXQuIEpha2UgUmVlc2UpIEx1Y2FzIGFuZCBTdGV2ZSBvZmZpY2lhbCBNVg%3D%3D
Waterbed (Feat. Waterbed),The Chainsmokers,The Chainsmokers - Waterbed (Official Video),https://youtube.com/watch?v=rNsP4nE1_FA&pp=ygU2V2F0ZXJiZWQgKEZlYXQuIFdhdGVyYmVkKSBUaGUgQ2hhaW5zbW9rZXJzIG9mZmljaWFsIE1W
Surrender,Cash Cash,Cash Cash - Surrender (Official Video),https://youtube.com/watch?v=7Vi578l61V4&pp=ygUfU3VycmVuZGVyIENhc2ggQ2FzaCBvZmZpY2lhbCBNVg%3D%3D
All Aboard (Dimitri Vegas and Like Mike Radio Edit),Bassjackers,Bassjackers vs D'Angello & Francis - All Aboard (Dimitri Vegas & Like Mike Edit) - Official Video,https://youtube.com/watch?v=JBHg3fQ1K2k&pp=ygVLQWxsIEFib2FyZCAoRGltaXRyaSBWZWdhcyBhbmQgTGlrZSBNaWtlIFJhZGlvIEVkaXQpIEJhc3NqYWNrZXJzIG9mZmljaWFsIE1W
Al Pacino,Timmy Trumpet,Timmy Trumpet & Krunk! - Al Pacino (Official Music Video),https://youtube.com/watch?v=CXyopI2b77c&pp=ygUjQWwgUGFjaW5vIFRpbW15IFRydW1wZXQgb2ZmaWNpYWwgTVY%3D
Time (Alan Walker Remix),Alan Walker,Hans Zimmer & Alan Walker – Time (Official Remix),https://youtube.com/watch?v=axRAL0BXNvw&pp=ygUwVGltZSAoQWxhbiBXYWxrZXIgUmVtaXgpIEFsYW4gV2Fsa2VyIG9mZmljaWFsIE1W
Midnight (Feat. Liam Payne),Alesso,Alesso - Midnight feat. Liam Payne (Performance Video),https://youtube.com/watch?v=apAsy8V5iFk&pp=ygUuTWlkbmlnaHQgKEZlYXQuIExpYW0gUGF5bmUpIEFsZXNzbyBvZmZpY2lhbCBNVg%3D%3D
BOOM!,Tujamo,TUJAMO - BOOM! (Official Music Video),https://youtube.com/watch?v=JxfzRNA2_8M&pp=ygUYQk9PTSEgVHVqYW1vIG9mZmljaWFsIE1W
All We Know (Feat. Phoebe Ryan),The Chainsmokers,The Chainsmokers - All We Know (Official Video) ft. Phoebe Ryan,https://youtube.com/watch?v=7mWQ38SpEf8&pp=ygU8QWxsIFdlIEtub3cgKEZlYXQuIFBob2ViZSBSeWFuKSBUaGUgQ2hhaW5zbW9rZXJzIG9mZmljaWFsIE1W
Broken Glass,Kygo,"Kygo, Kim Petras - Broken Glass",https://youtube.com/watch?v=2jXy2JaTo1Q&pp=ygUdQnJva2VuIEdsYXNzIEt5Z28gb2ZmaWNpYWwgTVY%3D
Drifter (feat. DYU),Don Diablo,Don Diablo - Drifter ft DYU (Official Music Video),https://youtube.com/watch?v=uhlkafwFk_I&pp=ygUqRHJpZnRlciAoZmVhdC4gRFlVKSBEb24gRGlhYmxvIG9mZmljaWFsIE1W
Kong Fusion (Radio Edit),Simon De Jano,Simon De Jano-Kong Fusion (Radio Edit),https://youtube.com/watch?v=dcJlTYxPKEU&pp=ygUyS29uZyBGdXNpb24gKFJhZGlvIEVkaXQpIFNpbW9uIERlIEphbm8gb2ZmaWNpYWwgTVY%3D
Think About You (feat. Valerie Broussard),Kygo,"Kygo, Valerie Broussard - Think About You (Official Video)",https://youtube.com/watch?v=Fqfja0vj76s&pp=ygU6VGhpbmsgQWJvdXQgWW91IChmZWF0LiBWYWxlcmllIEJyb3Vzc2FyZCkgS3lnbyBvZmZpY2lhbCBNVg%3D%3D
Until You Were Gone (Feat. Emily Warren),The Chainsmokers,"The Chainsmokers, Tritonal - Until You Were Gone (Official Video) ft. Emily Warren",https://youtube.com/watch?v=iPAac-0IUKQ&pp=ygVFVW50aWwgWW91IFdlcmUgR29uZSAoRmVhdC4gRW1pbHkgV2FycmVuKSBUaGUgQ2hhaW5zbW9rZXJzIG9mZmljaWFsIE1W
On My Way (Feat. Bright Sparks),Tiesto,Tiësto - On My Way (Official Video) ft. Bright Sparks,https://youtube.com/watch?v=7KW_5P1fkws&pp=ygUyT24gTXkgV2F5IChGZWF0LiBCcmlnaHQgU3BhcmtzKSBUaWVzdG8gb2ZmaWNpYWwgTVY%3D
Taste of You,Rezz,Rezz - Taste of You (Official Video) ft. Dove Cameron,https://youtube.com/watch?v=VNn8lEGF2OE&pp=ygUdVGFzdGUgb2YgWW91IFJlenogb2ZmaWNpYWwgTVY%3D
Stronger,Clean Bandit,Clean Bandit - Stronger [Official Video],https://youtube.com/watch?v=_c_n0A3BFVE&pp=ygUhU3Ryb25nZXIgQ2xlYW4gQmFuZGl0IG9mZmljaWFsIE1W
Pretty,Terror Jr,Terror Jr - Pretty (Official Video),https://youtube.com/watch?v=EwFEblWOPaQ&pp=ygUcUHJldHR5IFRlcnJvciBKciBvZmZpY2lhbCBNVg%3D%3D
Sakura,R3hab,R3hab - Sakura (Official Music Video),https://youtube.com/watch?v=_zK8HGVwcX0&pp=ygUYU2FrdXJhIFIzaGFiIG9mZmljaWFsIE1W
Save A Little Love,Don Diablo,Don Diablo - Save A Little Love | Official Music Video,https://youtube.com/watch?v=k4LphhTa_xg&pp=ygUpU2F2ZSBBIExpdHRsZSBMb3ZlIERvbiBEaWFibG8gb2ZmaWNpYWwgTVY%3D
Sally (Feat. Harrison) (Dirty Radio Edit),Hardwell,Hardwell feat. Harrison - Sally (Official Music Video),https://youtube.com/watch?v=Ox_rgDuyws8&pp=ygU-U2FsbHkgKEZlYXQuIEhhcnJpc29uKSAoRGlydHkgUmFkaW8gRWRpdCkgSGFyZHdlbGwgb2ZmaWNpYWwgTVY%3D
Stronger (feat. Kesha),Sam Feldt,Sam Feldt - Stronger (ft. Kesha) [Official Music Video],https://youtube.com/watch?v=6PcsC-h-Pfw&pp=ygUsU3Ryb25nZXIgKGZlYXQuIEtlc2hhKSBTYW0gRmVsZHQgb2ZmaWNpYWwgTVY%3D
Unbroken (Feat. Gia Koka),Quintino,Quintino & Yves V ft. Gia Koka - Unbroken (Official Music Video),https://youtube.com/watch?v=bMTwkasxDRA&pp=ygUuVW5icm9rZW4gKEZlYXQuIEdpYSBLb2thKSBRdWludGlubyBvZmZpY2lhbCBNVg%3D%3D
El Mariachi,Bassjackers,Bassjackers & Jay Hardway - El Mariachi (Official Music Video),https://youtube.com/watch?v=ocLD1FW0WKg&pp=ygUjRWwgTWFyaWFjaGkgQmFzc2phY2tlcnMgb2ZmaWNpYWwgTVY%3D
Dirty Sexy Money (Feat. Charli XCX & French Montana),David Guetta,David Guetta & Afrojack ft Charli XCX & French Montana - Dirty Sexy Money (Official Video),https://youtube.com/watch?v=AenmqoozqoA&pp=ygUjRGlydHkgU2V4eSBNb25leSAoRmVhdC4gQ2hhcmxpIFhDWCA%3D
Save Yourself,The Chainsmokers,The Chainsmokers & NGHTMRE - Save Yourself (Official Video),https://youtube.com/watch?v=8rOcBgvcoDc&pp=ygUqU2F2ZSBZb3Vyc2VsZiBUaGUgQ2hhaW5zbW9rZXJzIG9mZmljaWFsIE1W
Wake Up (R3HAB Remix),수라 (SURA),SURA - Wake Up (R3HAB Remix) [Official Music Video],https://youtube.com/watch?v=7qrs6v8QHcI&pp=ygUvV2FrZSBVcCAoUjNIQUIgUmVtaXgpIOyImOudvCAoU1VSQSkgb2ZmaWNpYWwgTVY%3D
L'Amour Toujours (Feat. Delaney Jane) (Tiesto Radio Edit),Dzeko and Torres,Dzeko & Torres - L'Amour Toujours feat. Delaney Jane (Tiësto Edit) [Official Lyric Video],https://youtube.com/watch?v=g2rdrNONy7k&pp=ygVWTCdBbW91ciBUb3Vqb3VycyAoRmVhdC4gRGVsYW5leSBKYW5lKSAoVGllc3RvIFJhZGlvIEVkaXQpIER6ZWtvIGFuZCBUb3JyZXMgb2ZmaWNpYWwgTVY%3D
"Don't Let Me Go (feat. RYS, Haee)",어드밴스드 (Advanced),"어드밴스드 (Advanced) - Don't Let Me Go (Feat. RYS, HAEE) [Music Video]",https://youtube.com/watch?v=ap64hTPVh0U&pp=ygVIRG9uJ3QgTGV0IE1lIEdvIChmZWF0LiBSWVMsIEhhZWUpIOyWtOuTnOuwtOyKpOuTnCAoQWR2YW5jZWQpIG9mZmljaWFsIE1W
You Make Me,Avicii,Avicii - You Make Me (Official),https://youtube.com/watch?v=2GADx4Hy-Gg&pp=ygUeWW91IE1ha2UgTWUgQXZpY2lpIG9mZmljaWFsIE1W
Daydream (Feat. Thomas Daniel),Junkilla,Junkilla feat. Thomas Daniel - Daydream (Official Music Video),https://youtube.com/watch?v=6r4Al8VC-3M&pp=ygUzRGF5ZHJlYW0gKEZlYXQuIFRob21hcyBEYW5pZWwpIEp1bmtpbGxhIG9mZmljaWFsIE1W
Faith (feat. Mr. Probz),Galantis,Galantis & Dolly Parton - Faith feat. Mr. Probz [Official Music Video],https://youtube.com/watch?v=KA07g2lvgbo&pp=ygUsRmFpdGggKGZlYXQuIE1yLiBQcm9ieikgR2FsYW50aXMgb2ZmaWNpYWwgTVY%3D
We Run The Night (Feat. Pitbull),Havana Brown,Havana Brown - We Run The Night (Explicit) ft. Pitbull,https://youtube.com/watch?v=AP4dnGkZne4&pp=ygU5V2UgUnVuIFRoZSBOaWdodCAoRmVhdC4gUGl0YnVsbCkgSGF2YW5hIEJyb3duIG9mZmljaWFsIE1W
Name and Number,Shift K3Y,Shift K3Y - Name & Number,https://youtube.com/watch?v=eB7CNtud9lY&pp=ygUlTmFtZSBhbmQgTnVtYmVyIFNoaWZ0IEszWSBvZmZpY2lhbCBNVg%3D%3D
Think (Feat. Jessame),TV Noise,TV Noise - Think ft. Jessame (Official Music Video),https://youtube.com/watch?v=ZMLNL2D2A70&pp=ygUqVGhpbmsgKEZlYXQuIEplc3NhbWUpIFRWIE5vaXNlIG9mZmljaWFsIE1W
Simple (feat. Victoria Zaro),Autograf,Autograf ft. Victoria – Simple (Official Music Video),https://youtube.com/watch?v=ummvdsxFjIY&pp=ygUxU2ltcGxlIChmZWF0LiBWaWN0b3JpYSBaYXJvKSBBdXRvZ3JhZiBvZmZpY2lhbCBNVg%3D%3D
Emoji,Galantis,Galantis - Emoji (Official Music Video),https://youtube.com/watch?v=9OACLtE_0iE&pp=ygUaRW1vamkgR2FsYW50aXMgb2ZmaWNpYWwgTVY%3D
Baby Girl,Bryce Vine,Bryce Vine - Baby Girl [Official Music Video],https://youtube.com/watch?v=vtAxQXgv1ok&pp=ygUgQmFieSBHaXJsIEJyeWNlIFZpbmUgb2ZmaWNpYWwgTVY%3D
Times We Had (Feat. Toulouse),SG Lewis,SG Lewis - Times We Had ft. Toulouse,https://youtube.com/watch?v=SENI_MXXr0k&pp=ygUyVGltZXMgV2UgSGFkIChGZWF0LiBUb3Vsb3VzZSkgU0cgTGV3aXMgb2ZmaWNpYWwgTVY%3D
Retrograde,James Blake,James Blake  - Retrograde (Official Video),https://youtube.com/watch?v=6p6PcFFUm5I&pp=ygUiUmV0cm9ncmFkZSBKYW1lcyBCbGFrZSBvZmZpY2lhbCBNVg%3D%3D
Just Hold On,Steve Aoki,Steve Aoki & Louis Tomlinson - Just Hold On (Official Video),https://youtube.com/watch?v=Vt4Tq89R8u0&pp=ygUjSnVzdCBIb2xkIE9uIFN0ZXZlIEFva2kgb2ZmaWNpYWwgTVY%3D
The Difference (feat. Toro y Moi),Flume,Flume feat. Toro y Moi - The Difference (Official Music Video),https://youtube.com/watch?v=MCRiUi28UpA&pp=ygUzVGhlIERpZmZlcmVuY2UgKGZlYXQuIFRvcm8geSBNb2kpIEZsdW1lIG9mZmljaWFsIE1W
Extreme (feat. Sidnie Tipton),KSHMR,Bassjackers & KSHMR ft. Sidnie Tipton - Extreme (Official Lyric Video),https://youtube.com/watch?v=mSxeQoJgPw0&pp=ygUvRXh0cmVtZSAoZmVhdC4gU2lkbmllIFRpcHRvbikgS1NITVIgb2ZmaWNpYWwgTVY%3D
All Life,Nuits D'etoiles,Nuits d'Etoiles - All Life (Official Lyric Video),https://youtube.com/watch?v=OyI2q6-B2UE&pp=ygUkQWxsIExpZmUgTnVpdHMgRCdldG9pbGVzIG9mZmljaWFsIE1W
Chemicals (Feat. Thomas Troelsen) (Radio Edit),Tiesto,Tiësto & Don Diablo - Chemicals (feat. Thomas Troelsen) [Official Music Video],https://youtube.com/watch?v=Cbvqv19Nf0E&pp=ygVBQ2hlbWljYWxzIChGZWF0LiBUaG9tYXMgVHJvZWxzZW4pIChSYWRpbyBFZGl0KSBUaWVzdG8gb2ZmaWNpYWwgTVY%3D
Bad Vibes,Route 1,Route 1 - Bad Vibes (Official Music Video),https://youtube.com/watch?v=ZADI-nbYArQ&pp=ygUdQmFkIFZpYmVzIFJvdXRlIDEgb2ZmaWNpYWwgTVY%3D
Kundalini,Headhunterz,Headhunterz & Skytech - Kundalini (Official Music Video),https://youtube.com/watch?v=e8zB7QKU87c&pp=ygUhS3VuZGFsaW5pIEhlYWRodW50ZXJ6IG9mZmljaWFsIE1W
How You Love Me (feat. Conor Maynard & Snoop Dogg),Hardwell,Hardwell - How You Love Me (feat. Conor Maynard & Snoop Dogg) [Official Music Video],https://youtube.com/watch?v=D92bTSRE_p8&pp=ygUlSG93IFlvdSBMb3ZlIE1lIChmZWF0LiBDb25vciBNYXluYXJkIA%3D%3D
"All My Friends (Feat. Tinashe, Chance the Rapper)",Snakehips,"Snakehips - All My Friends (Official Video) ft. Tinashe, Chance the Rapper",https://youtube.com/watch?v=I3mrYxPLSH4&pp=ygVHQWxsIE15IEZyaWVuZHMgKEZlYXQuIFRpbmFzaGUsIENoYW5jZSB0aGUgUmFwcGVyKSBTbmFrZWhpcHMgb2ZmaWNpYWwgTVY%3D
Through The Night (Feat. Tabitha Nauser),Junkilla,Junkilla - Through The Night (feat. Tabitha Nauser) [Official Music Video],https://youtube.com/watch?v=SFAAHmJ9k74&pp=ygU9VGhyb3VnaCBUaGUgTmlnaHQgKEZlYXQuIFRhYml0aGEgTmF1c2VyKSBKdW5raWxsYSBvZmZpY2lhbCBNVg%3D%3D
Something Comforting,Porter Robinson,Porter Robinson - Something Comforting (Official Music Video),https://youtube.com/watch?v=-C-2AqRD8io&pp=ygUwU29tZXRoaW5nIENvbWZvcnRpbmcgUG9ydGVyIFJvYmluc29uIG9mZmljaWFsIE1W
U-U-Uma Uma(˚∀˚) (Speedcake Remix),Caramell,Caramelldansen SpeedyCake Remix,https://youtube.com/watch?v=vXcXq17Jn_Y&pp=ygU7VS1VLVVtYSBVbWEoy5riiIDLmikgKFNwZWVkY2FrZSBSZW1peCkgQ2FyYW1lbGwgb2ZmaWNpYWwgTVY%3D
Can't Stop Me (Radio Edit),Afrojack,Afrojack & Shermanology - Can't Stop Me (Radio Edit),https://youtube.com/watch?v=3eKXsEI4B38&pp=ygUvQ2FuJ3QgU3RvcCBNZSAoUmFkaW8gRWRpdCkgQWZyb2phY2sgb2ZmaWNpYWwgTVY%3D
Light My Body Up (Feat. Nicki Minaj & Lil Wayne),David Guetta,David Guetta ft Nicki Minaj & Lil Wayne - Light My Body Up (Official Video),https://youtube.com/watch?v=KYgvXjtGcmg&pp=ygUkTGlnaHQgTXkgQm9keSBVcCAoRmVhdC4gTmlja2kgTWluYWog
Dangerous (Feat. Sam Martin),David Guetta,David Guetta - Dangerous (Official video) ft Sam Martin,https://youtube.com/watch?v=EVr__5Addjw&pp=ygU1RGFuZ2Vyb3VzIChGZWF0LiBTYW0gTWFydGluKSBEYXZpZCBHdWV0dGEgb2ZmaWNpYWwgTVY%3D
Sad Story (Out Of Luck),Merk and Kremont,Merk & Kremont - Sad Story (Out Of Luck) [Official Music Video],https://youtube.com/watch?v=8GotXeCwUnc&pp=ygU0U2FkIFN0b3J5IChPdXQgT2YgTHVjaykgTWVyayBhbmQgS3JlbW9udCBvZmZpY2lhbCBNVg%3D%3D
Cheap Sunglasses (Feat. Matthew Koma),RAC,RAC - Cheap Sunglasses ft. Matthew Koma,https://youtube.com/watch?v=37RYC5aZlRo&pp=ygU1Q2hlYXAgU3VuZ2xhc3NlcyAoRmVhdC4gTWF0dGhldyBLb21hKSBSQUMgb2ZmaWNpYWwgTVY%3D
Nashville,Wolfpack,Wolfpack vs Diego Miranda - Nashville (Official Music Video),https://youtube.com/watch?v=zrEY4F_UNf4&pp=ygUeTmFzaHZpbGxlIFdvbGZwYWNrIG9mZmljaWFsIE1W
Last Fight,Bassjackers,Bassjackers & Crossnaders - Last Fight (Official Video HD),https://youtube.com/watch?v=isyON08jiUQ&pp=ygUiTGFzdCBGaWdodCBCYXNzamFja2VycyBvZmZpY2lhbCBNVg%3D%3D
Friend Of Mine (Feat. Vargas & Lagola),Avicii,Avicii - Friend Of Mine (Original Video) ft. Vargas & Lagola,https://youtube.com/watch?v=IXNrHusLXoM&pp=ygUdRnJpZW5kIE9mIE1pbmUgKEZlYXQuIFZhcmdhcyA%3D
You Be Love (Feat. Billy Raffoul),Avicii,Avicii - You Be Love (Original Video) ft. Billy Raffoul,https://youtube.com/watch?v=M0X3jVSVzao&pp=ygU0WW91IEJlIExvdmUgKEZlYXQuIEJpbGx5IFJhZmZvdWwpIEF2aWNpaSBvZmZpY2lhbCBNVg%3D%3D
Revolving (feat. Marc E. Bassy),Yung Bae,Yung Bae feat. Marc E. Bassy - Revolving (Official Video),https://youtube.com/watch?v=f6fmuegxGO0&pp=ygU0UmV2b2x2aW5nIChmZWF0LiBNYXJjIEUuIEJhc3N5KSBZdW5nIEJhZSBvZmZpY2lhbCBNVg%3D%3D
See the Way (feat. Sabrina Claudio),The Chainsmokers,The Chainsmokers - See The Way (Lyric Video) ft. Sabrina Claudio,https://youtube.com/watch?v=73FuCpmShDo&pp=ygVAU2VlIHRoZSBXYXkgKGZlYXQuIFNhYnJpbmEgQ2xhdWRpbykgVGhlIENoYWluc21va2VycyBvZmZpY2lhbCBNVg%3D%3D
Pure Grinding,Avicii,Avicii - Pure Grinding,https://youtube.com/watch?v=hzdIoghbFzg&pp=ygUgUHVyZSBHcmluZGluZyBBdmljaWkgb2ZmaWNpYWwgTVY%3D
Keep Pushin' (feat. Inaya Day),Tujamo,Tujamo ft. Inaya Day - Keep Pushin' (Official Music Video),https://youtube.com/watch?v=9W8Q9FvH1XA&pp=ygUxS2VlcCBQdXNoaW4nIChmZWF0LiBJbmF5YSBEYXkpIFR1amFtbyBvZmZpY2lhbCBNVg%3D%3D
Super Natural,Carly Rae Jepsen,Danny L Harle - Super Natural (Official Video) ft. Carly Rae Jepsen,https://youtube.com/watch?v=CrFcxR4Y6C0&pp=ygUqU3VwZXIgTmF0dXJhbCBDYXJseSBSYWUgSmVwc2VuIG9mZmljaWFsIE1W
Pressure (Feat. Tove Lo),Martin Garrix,Martin Garrix feat. Tove Lo - Pressure (Official Video),https://youtube.com/watch?v=U4dilE1eh9s&pp=ygUyUHJlc3N1cmUgKEZlYXQuIFRvdmUgTG8pIE1hcnRpbiBHYXJyaXggb2ZmaWNpYWwgTVY%3D
Hate Or Glory,Gesaffelstein,Gesaffelstein - HATE OR GLORY (Official Video),https://youtube.com/watch?v=2_NgkfRmUPk&pp=ygUnSGF0ZSBPciBHbG9yeSBHZXNhZmZlbHN0ZWluIG9mZmljaWFsIE1W
Lay It All on Me (feat. Ed Sheeran),Rudimental,Rudimental - Lay It All On Me (feat. Ed Sheeran) [Official Video],https://youtube.com/watch?v=WtejRvpwscY&pp=ygU6TGF5IEl0IEFsbCBvbiBNZSAoZmVhdC4gRWQgU2hlZXJhbikgUnVkaW1lbnRhbCBvZmZpY2lhbCBNVg%3D%3D
Can't Do It (Feat. Saweetie),Loren Gray,Loren Gray - Can't Do It (ft. Saweetie) [Official Video],https://youtube.com/watch?v=bSfqudLNsZ8&pp=ygUzQ2FuJ3QgRG8gSXQgKEZlYXQuIFNhd2VldGllKSBMb3JlbiBHcmF5IG9mZmljaWFsIE1W
Kick Us Out (LG 옵티머스블랙 광고 배경음악),Hyper Crush,Black Shoes,https://youtube.com/watch?v=lIknWPv-Dhc&pp=ygVPS2ljayBVcyBPdXQgKExHIOyYte2LsOuouOyKpOu4lOuemSDqtJHqs6Ag67Cw6rK97J2M7JWFKSBIeXBlciBDcnVzaCBvZmZpY2lhbCBNVg%3D%3D
